scan_index,x_m,y_m,method,strict_pose,coarse_clear,screened_pass,max_speed,max_step,max_acceleration,max_position_error_m,max_rotation_error_rad,joint_limit_ok,max_speed_joint,min_joint_margin_rad
1410,0.42,0.04,baseline,True,True,False,10.564470103868954,0.3521490034622985,96.7981601122764,3.1470465751267364e-15,1.777720330527304e-14,True,3,0.14141940458714908
1410,0.42,0.04,local,True,True,False,10.564470103869342,0.35214900346231137,96.79816011225954,3.1600567714378123e-15,1.7919654780111933e-14,True,3,0.14141940458714908
1410,0.42,0.04,multistart,True,False,False,2.303292155972887,0.07677640519909623,30.360838994857044,3.4022947164737277e-15,2.6270877979897623e-14,True,1,0.14141940458714997
1410,0.42,0.04,graph,True,False,False,2.303292155972887,0.07677640519909623,30.36083899486144,5.003880755372175e-15,2.859055540432734e-14,True,1,0.1414194045871504
1410,0.42,0.04,best,True,False,False,2.303292155972887,0.07677640519909623,30.360838994855843,4.7192845294481275e-15,2.5825174192537218e-14,True,1,0.14141940458714997
1410,0.42,0.04,screened_graph,True,True,True,7.614156650179069,0.25380522167263564,54.56445852007006,4.032930638861069e-15,2.0649112627547832e-14,True,3,0.14141940458714908
1410,0.42,0.04,screened_best,True,True,True,7.614156650179063,0.2538052216726354,54.564458520116624,2.4410807844442014e-15,2.168947536816933e-14,True,3,0.14141940458714997
1410,0.42,0.04,bounded_attempt,True,True,True,7.614156650188029,0.2538052216729343,54.56445852164985,1.20426102975794e-13,4.180863137358576e-12,True,3,0.14141940458689195
1410,0.42,0.04,selected,True,True,True,7.614156650179063,0.2538052216726354,54.564458520116624,2.4410807844442014e-15,2.168947536816933e-14,True,3,0.14141940458714997
1411,0.44,0.04,baseline,True,True,False,11.15602421443115,0.3718674738143717,106.2291801252063,3.138413463811582e-15,1.9426339530949773e-14,True,3,0.20280699055395823
1411,0.44,0.04,local,True,True,False,11.156024214431698,0.3718674738143899,106.22918012518096,3.1833589056123863e-15,1.964037458056976e-14,True,3,0.20280699055395823
1411,0.44,0.04,multistart,True,False,False,2.129441327612933,0.07098137758709777,30.164563637138333,2.9350208863828956e-15,2.3227026975911487e-14,True,1,0.2028069905539578
1411,0.44,0.04,graph,True,False,False,2.129441327612933,0.07098137758709777,30.164563637138333,2.9350208863828956e-15,2.3227026975911487e-14,True,1,0.2028069905539578
1411,0.44,0.04,best,True,False,False,2.129441327612933,0.07098137758709777,30.164563637138333,2.9350208863828956e-15,2.3227026975911487e-14,True,1,0.2028069905539578
1411,0.44,0.04,screened_graph,True,True,True,7.87873275196892,0.26262442506563066,61.63972411757843,6.226415305517767e-15,2.6229270296584268e-14,True,3,0.2028069905539578
1411,0.44,0.04,screened_best,True,True,True,7.87873275196892,0.26262442506563066,61.63972411757843,6.226415305517767e-15,2.6229270296584268e-14,True,3,0.2028069905539578
1411,0.44,0.04,bounded_attempt,True,True,True,7.878732751970259,0.2626244250656753,61.639724121875396,1.2727312885558919e-13,3.448019930056692e-12,True,3,0.20280699055394757
1411,0.44,0.04,selected,True,True,True,7.87873275196892,0.26262442506563066,61.63972411757843,6.226415305517767e-15,2.6229270296584268e-14,True,3,0.2028069905539578
1412,0.46,0.04,baseline,True,True,False,11.787411025051895,0.39291370083506316,110.64673941586047,4.154017676453206e-15,2.921282891091437e-14,True,3,0.26593664505255976
1412,0.46,0.04,local,True,True,False,11.787411025053,0.3929137008351,110.64673941582913,4.077803224757099e-15,2.921282891091437e-14,True,3,0.26593664505255976
1412,0.46,0.04,multistart,True,False,False,1.9861428358817967,0.06620476119605989,29.983600181208914,2.2472269701626448e-15,1.8485369640742463e-14,True,1,0.26593664505255976
1412,0.46,0.04,graph,True,False,False,1.9861428358817967,0.06620476119605989,29.983600181208914,2.2472269701626448e-15,1.8485369640742463e-14,True,1,0.26593664505255976
1412,0.46,0.04,best,True,False,False,1.9861428358817967,0.06620476119605989,29.983600181208914,2.2472269701626448e-15,1.8485369640742463e-14,True,1,0.26593664505255976
1412,0.46,0.04,screened_graph,True,True,True,8.435698397781657,0.2811899465927219,66.85737878672353,2.6576258055101478e-15,1.470452564790945e-14,True,3,0.2659366450525602
1412,0.46,0.04,screened_best,True,True,True,8.435698397781657,0.2811899465927219,66.85737878671314,6.3439707955558585e-15,4.648366062037742e-14,True,3,0.2659366450525602
1412,0.46,0.04,bounded_attempt,True,True,True,8.435698397781284,0.28118994659270946,66.85737878672553,7.047733121814664e-14,1.4855449181389803e-12,True,3,0.26593664505255754
1412,0.46,0.04,selected,True,True,True,8.435698397781284,0.28118994659270946,66.85737878672553,7.047733121814664e-14,1.4855449181389803e-12,True,3,0.26593664505255754
1413,0.48,0.04,baseline,True,True,False,12.541201288393077,0.41804004294643593,126.34184232311944,1.6690295999013937e-15,1.7159719020573255e-14,True,3,0.33073863118988145
1413,0.48,0.04,local,True,True,False,12.541201288394618,0.4180400429464872,126.34184232306613,3.9437403574705793e-16,2.0177160777614643e-15,True,3,0.33073863118988145
